  QueueTimes | ServiceTimes | SojournTimes

       2.412 |        4.559 |        6.971
       1.260 |        4.521 |        5.781
       1.256 |        4.514 |        5.770
       1.300 |        4.593 |        5.893
       1.246 |        4.579 |        5.825
       1.212 |        4.607 |        5.818
       1.244 |        4.599 |        5.843
       1.172 |        4.836 |        6.008
       1.772 |        4.675 |        6.448
       4.826 |        4.578 |        9.404
       1.194 |        4.555 |        5.748
       1.215 |        4.532 |        5.747
       1.173 |        5.093 |        6.265
       5.016 |        4.668 |        9.684
       7.018 |        4.535 |       11.553
      11.641 |        4.496 |       16.138
      13.462 |        4.503 |       17.965
       1.300 |        4.647 |        5.947
       5.936 |        4.492 |       10.428
       1.320 |        4.667 |        5.987
       1.267 |        4.783 |        6.050
       3.246 |        4.523 |        7.769
       1.260 |        5.065 |        6.325
       1.737 |        4.909 |        6.646
       1.234 |        4.683 |        5.917
       6.037 |        4.917 |       10.954
       3.258 |        4.624 |        7.882
       1.190 |        4.700 |        5.890
       4.755 |        4.802 |        9.557
       2.226 |        4.485 |        6.711
       1.300 |        4.494 |        5.794
       1.230 |        4.561 |        5.791
       1.275 |        4.545 |        5.820
       1.310 |        4.494 |        5.804
       1.246 |        4.591 |        5.836
       1.273 |        4.679 |        5.952
       1.203 |        4.911 |        6.114
       1.230 |        4.793 |        6.023
       5.691 |        4.976 |       10.667
       3.105 |        4.597 |        7.702
       6.846 |        4.574 |       11.420
       1.251 |        4.713 |        5.964
       1.440 |        4.509 |        5.949
       1.241 |        4.604 |        5.845
       1.244 |        4.573 |        5.817
       1.261 |        4.747 |        6.009
       2.457 |        4.510 |        6.967
       1.252 |        4.527 |        5.779
       1.269 |        4.690 |        5.959
       4.515 |        4.564 |        9.079
       1.241 |        4.662 |        5.903
       1.233 |        4.820 |        6.052
       1.480 |        4.539 |        6.020
       1.257 |        4.651 |        5.908
       5.538 |        4.544 |       10.082
       1.263 |        4.802 |        6.065
       2.801 |        4.710 |        7.511
       3.762 |        4.776 |        8.538
       2.667 |        4.490 |        7.157
       1.245 |        4.712 |        5.957
       6.065 |        4.567 |       10.633
       1.203 |        4.567 |        5.771
       1.230 |        4.778 |        6.008
       2.716 |        4.586 |        7.301
       1.254 |        4.949 |        6.203
       2.388 |        4.531 |        6.920
       6.921 |        4.725 |       11.646
       5.140 |        4.457 |        9.597
       1.241 |        4.940 |        6.181
       3.054 |        4.492 |        7.547
       6.853 |        4.781 |       11.635
       3.700 |        4.874 |        8.574
       1.776 |        4.461 |        6.237
       1.239 |        4.805 |        6.043
       4.744 |        4.534 |        9.278
       1.261 |        4.553 |        5.813
       1.221 |        4.817 |        6.038
       2.140 |        4.520 |        6.659
       5.833 |        4.633 |       10.466
       1.254 |        4.762 |        6.016
       4.814 |        4.595 |        9.409
       1.247 |        4.773 |        6.020
       3.224 |        4.562 |        7.785
       1.237 |        4.584 |        5.821
       1.192 |        4.883 |        6.075
       5.179 |        4.797 |        9.976
       8.010 |        4.588 |       12.597
       8.272 |        4.560 |       12.832
       1.192 |        4.623 |        5.815
       1.284 |        4.733 |        6.017
       3.191 |        4.512 |        7.703
       1.279 |        4.742 |        6.021
       5.869 |        4.568 |       10.436
       1.268 |        4.874 |        6.142
       4.963 |        4.503 |        9.466
       1.266 |        4.775 |        6.040
       5.669 |        4.529 |       10.197
       1.211 |        4.668 |        5.880
       1.251 |        4.570 |        5.821
       1.271 |        4.652 |        5.923
       1.255 |        4.836 |        6.091
       1.501 |        4.480 |        5.981
       1.243 |        4.878 |        6.121
